,Unnamed: 0.1,Unnamed: 0,seq,secs,nsecs,p_x,p_y,p_z,o_x,o_y,o_z,x_calibrated,y_calibrated
0,318457,318457,0,1686580049,131599903,1.4563955119228922e-05,-0.0005339691415429,-0.0002153423993149,-0.0184936157458797,0.1107023675676663,0.8950204653172174,56.43969390284816,-55.48001835105164
1,318458,318458,0,1686580049,736831903,-0.0746093094348907,0.0646192356944084,-0.0176583733409643,-0.0570459204429863,0.0953027109841476,0.937136010350642,56.41539789924776,-55.577047237685505
2,322157,322157,0,1686580051,350533962,-0.1196989268064498,0.0881200209259986,0.000949700595811,-0.0030771006432014,-0.0359357150619758,0.9486941225041116,56.41593309376226,-55.62666757538969
3,322158,322158,0,1686580051,753963947,-0.0326593853533268,0.1106034368276596,-0.263544887304306,0.0199134041707119,0.1000061922565729,0.946904214010018,56.345808345592594,-55.5757157983554
4,322159,322159,0,1686580052,157423973,0.0082652596756815,-0.0432450361549854,-0.4985981583595276,-0.0976940663246914,0.1227562787394462,0.9271760866079392,56.45451955463541,-55.4835120503418
5,322160,322160,0,1686580052,359139919,-0.1236707866191864,-0.0329593084752559,-0.1614418178796768,-0.108756700346984,0.0002427625197741,0.9323166533252264,56.518956768428005,-55.58485326156772
6,322161,322161,0,1686580052,762578964,-0.0545813590288162,0.0418916456401348,0.0156506970524787,-0.0295147281885875,-0.0791050166261176,0.9402743215816504,56.42768106039345,-55.54687578560617
7,322162,322162,0,1686580052,964334965,0.0133742867037653,-0.059130523353815,-0.2969205379486084,-0.0142348784838917,0.0856987389936463,0.9277563759954468,56.474093423422055,-55.45947229410394
8,322163,322163,0,1686580053,166076899,0.0548995286226272,-0.1997874081134796,-0.4926689565181732,-0.0996764498045925,0.1859252890186235,0.8857808686662727,56.57234057105819,-55.37036139386044
9,322164,322164,0,1686580053,569528103,-0.076774388551712,0.0191606152802705,-0.05548532679677,-0.0447936195694027,-0.0597019394664142,0.9276695878996124,56.455283268215474,-55.56053982054804
10,322165,322165,0,1686580053,972939968,-0.0685566514730453,-0.0066756950691342,0.0101602273061871,-0.0406621246640126,0.0618711565772016,0.913880515683,56.47699536784763,-55.53747139791938
11,322166,322166,0,1686580054,779786110,-0.2626587152481079,-0.0025351291988044,-0.0205181557685136,-0.0721078373758471,0.0417837830473888,0.9706579437923072,56.56114629960766,-55.713567662852725
12,322167,322167,0,1686580055,183283091,-0.3877480626106262,-0.1777569502592086,-0.0709186494350433,-0.0664823593935323,0.0539284364700368,0.9933267485561638,56.77212116325522,-55.747796766165784
13,322168,322168,0,1686580056,595284939,-1.3486573696136477,-0.2125965654850006,-0.1870372593402862,0.026862578933626,-0.180619843930466,-0.9829564136765838,57.239227312851995,-56.59216009840523
14,322169,322169,0,1686580057,805689096,-2.4871246814727783,-0.0435969829559326,-0.4018705487251282,-0.0317806342743225,0.1973457088599855,0.9749330671954904,57.60296942397788,-57.69312902691963
15,322170,322170,0,1686580058,410809994,-3.1254515647888184,0.044635847210884,-0.4829300045967102,0.037586188810926,-0.1803931895395089,-0.9828290568802914,57.81423374478888,-58.3050614511237
16,322171,322171,0,1686580059,419394016,-4.11161994934082,0.3247900009155273,-0.4818578660488128,0.0349639588881363,-0.1857002489091118,-0.9808815853126414,58.01781366287875,-59.30836632337604
17,322172,322172,0,1686580060,427994013,-5.154534339904785,0.5644515752792358,-0.4808655679225921,0.0609448023890555,-0.1915276684263951,-0.9795761212677352,58.28336348619152,-60.34359614087035
18,322173,322173,0,1686580061,436592102,-6.205650806427002,0.8761574029922485,-0.4800163209438324,-0.0523859937359326,0.1978824844933644,0.976061326543804,58.48870858139488,-61.41896961074323
19,322174,322174,0,1686580062,445189953,-7.281818389892578,1.3187642097473145,-0.479379802942276,-0.0062947608737052,0.1060014771249849,0.9938916769605906,58.589320422366676,-62.57629002722902
20,322175,322175,0,1686580063,453814030,-8.504768371582031,1.5753737688064575,-0.4703347682952881,-0.0181315140454474,-0.0292150184909479,-0.9972133979227644,58.922700479711196,-63.77861229705991
21,322176,322176,0,1686580064,462399006,-9.67094612121582,1.8000984191894531,-0.417176216840744,-0.0031027292246092,-0.0328599062166008,-0.9884197402208936,59.26006115897449,-64.91330531749462
22,322177,322177,0,1686580064,865983009,-10.18600082397461,1.748187780380249,-0.3815563321113586,0.0003098037594591,-0.0358095659729772,-0.965957739757526,59.54373222990215,-65.34478588845073
23,322178,322178,0,1686580065,269311905,-10.71339988708496,1.66568922996521,-0.3283723294734955,0.016878261805569,-0.0950053631882924,-0.9190344019432642,59.86090080325331,-65.77221117565294
24,322179,322179,0,1686580065,874449015,-11.156652450561523,1.1787776947021484,-0.2202333658933639,-0.0258249454002204,-0.0177790097640175,-0.8572976613104221,60.500645458751634,-65.93716897459086
25,322180,322180,0,1686580066,479636908,-11.452876091003418,0.6367485523223877,-0.2242648005485534,-0.0526171421249735,-0.0165346907160707,-0.7996619213936621,61.117549736215295,-65.95326465491536
26,322181,322181,0,1686580067,84841967,-11.577227592468262,-0.0121635533869266,-0.179857850074768,-0.0356151789141626,-0.0099048442627054,-0.7062006584296336,61.7524002441955,-65.76507167685239
27,322182,322182,0,1686580068,93394041,-11.676105499267578,-1.1174595355987549,-0.0955942124128341,-0.0336126265006351,-0.0461335323126169,-0.641896237781904,62.782288955991774,-65.34372585988916
28,322183,322183,0,1686580069,102004051,-11.721210479736328,-2.1879913806915283,-0.1880569756031036,-0.0112199551160641,0.0076599697781739,-0.609763392481896,63.74980674192494,-64.90123046022431
29,322184,322184,0,1686580070,110589981,-11.858717918395996,-3.1880767345428467,0.1080691739916801,-0.0547992185643981,-0.0383161594088758,-0.7072862340343373,64.71221373211011,-64.54928132635501
30,322185,322185,0,1686580071,119301081,-12.34938621520996,-4.128461837768555,0.1201280653476715,-0.096357512214863,-0.0503179575647607,-0.7355564676675742,65.77257326221121,-64.55539520708558
31,322186,322186,0,1686580072,127800941,-12.653156280517578,-5.254796028137207,0.2203281372785568,-0.087868592301735,-0.0316425426974844,-0.6512223944428612,66.9157209425299,-64.30541097473912
32,322187,322187,0,1686580073,136431932,-12.749293327331545,-6.3772454261779785,0.398815244436264,-0.0660112616883582,0.0330673454126635,-0.5836302505802059,67.96323203247991,-63.8680818717862
33,322188,322188,0,1686580073,943300962,-12.705166816711426,-7.181352138519287,0.4965458512306213,-0.079584841685047,-0.0287217411006634,-0.4880233843107876,68.66066552893119,-63.456286703223114
34,322189,322189,0,1686580074,548482895,-12.526004791259766,-7.781298637390137,0.4862574934959411,-0.0655895018582469,-0.0457510699877115,-0.3903335549379018,69.11073361927822,-63.02425723981257
35,322190,322190,0,1686580074,951903105,-12.337252616882324,-8.09994888305664,0.5485472679138184,-0.0695477393879938,-0.0533810714026342,-0.2554503091560886,69.30948165088355,-62.70757246506227
36,322191,322191,0,1686580075,960520029,-11.53393268585205,-8.86401081085205,0.5535483360290527,-0.0410435781811376,0.0008358620792112,-0.1573333818222038,69.61960348726768,-61.64558663816621
37,322192,322192,0,1686580076,767424107,-11.05784034729004,-9.388118743896484,0.5572224259376526,-0.0636007339126139,-0.0191262501048283,-0.2879671556936214,69.86671057353163,-60.98364646611126
38,322193,322193,0,1686580077,776066065,-10.726373672485352,-10.212956428527832,0.56057208776474,-0.0204904407287581,-0.0791460555597924,-0.38301557782643,70.44711761639516,-60.31300577962884
