,Unnamed: 0.1,Unnamed: 0,seq,secs,nsecs,p_x,p_y,p_z,o_x,o_y,o_z,x_calibrated,y_calibrated
0,330886,330886,0,1686579598,184149027,0.0002668510423973,-0.000146997423144,-3.824926898232661e-05,-0.0470251201190439,-0.0059748321180141,0.9847000188489232,55.89795047169096,-54.371784202236285
1,330887,330887,0,1686579600,806530952,-0.114832192659378,-0.0322716161608696,-0.2592631578445434,-0.1095496270132828,-0.1029216517639665,0.975056520953962,55.94035485035251,-54.486673170494385
2,330888,330888,0,1686579604,235791922,-0.0917830169200897,-0.1797993034124374,0.2510372698307037,-0.0036239452721848,-0.1040996848028443,0.99393400913367,56.0590178395385,-54.47234815946872
3,330889,330889,0,1686579604,437582970,-0.0649215057492256,-0.2559474110603332,0.290099561214447,-0.0147135348384857,0.0441380610084607,-0.9923020816712332,56.13379700206366,-54.4487840259499
4,330890,330890,0,1686579604,639221907,-0.0450247935950756,-0.2284394800662994,0.2338594198226928,-0.0045674679855553,0.0220269463299368,-0.9595388774688764,56.11039195310723,-54.42749181464828
5,330891,330891,0,1686579604,841006041,0.0189722720533609,-0.3033965229988098,0.21040640771389,0.0144850121223519,0.0189863007649602,-0.8986762228200799,56.18906692404978,-54.36643539167824
6,330892,330892,0,1686579605,42687893,0.1251481473445892,-0.3995861411094665,0.2272447794675827,0.0122070769596265,0.0075964538693461,-0.8044848602649108,56.28828004371301,-54.26430779001326
7,330893,330893,0,1686579605,244415045,0.2477918565273285,-0.5320994257926941,0.2430826872587204,0.0149202098689934,-0.005210466299217,-0.7253980277708814,56.424441390686326,-54.14718165798082
8,330894,330894,0,1686579605,647906065,0.5392991304397583,-0.7290006875991821,0.2363701611757278,0.0141243439450884,-0.0117055654617952,-0.6071713378716603,56.63286122151715,-53.8637987770773
9,330895,330895,0,1686579606,51337957,0.865318238735199,-1.0104118585586548,0.1928931474685669,0.0117833007685908,-0.0127626470543729,-0.5083116251111076,56.929077946574814,-53.549132404762126
10,330896,330896,0,1686579607,59900045,1.6536965370178225,-1.6626570224761963,0.2565397024154663,0.042102744482068,-0.0509736501622289,-0.4407931529921045,57.60746451192015,-52.78798677457939
11,330897,330897,0,1686579607,866777897,2.074066162109375,-2.2495150566101074,0.3684576451778412,0.0119324321406216,-0.0340501243150609,-0.5523179432388158,58.2031776475287,-52.39217833598825
12,330898,330898,0,1686579608,875421047,2.5718882083892822,-3.1998491287231445,0.3209268152713775,0.0501431413747505,-0.0229656203092086,-0.6028484565390978,59.17375205345907,-51.93273684240402
13,330899,330899,0,1686579609,883972883,2.910738945007324,-4.291284561157227,0.2556692063808441,0.0496877833664171,-0.0045542110144111,-0.6860876275462403,60.279768327062804,-51.63771536708629
14,330900,330900,0,1686579610,690843105,3.2431859970092773,-5.248783111572266,0.1742195636034011,0.0165923507576425,0.0035108873872386,-0.6451504523085191,61.25285540271108,-51.34361661020122
15,330901,330901,0,1686579611,699498892,3.59159255027771,-6.371424674987793,0.1473945528268814,0.078148869763615,0.0366605916267153,-0.7087372823620792,62.38816608989539,-51.04051116888093
16,330902,330902,0,1686579612,708106995,3.8062548637390137,-7.558762073516846,0.1277821809053421,0.0732002480481542,0.0025662749308544,-0.7125331482627032,63.582268381546626,-50.87368137120433
17,330903,330903,0,1686579613,716725111,4.068234443664551,-8.699793815612793,0.0648906156420707,0.0486592369171583,-0.0241352155186513,-0.6945967611180427,64.73455951110599,-50.657475617140115
18,330904,330904,0,1686579614,523580074,4.313507556915283,-9.69143009185791,0.0410351753234863,0.0339317037764036,-0.0303056668263223,-0.6401119807188544,65.73490625973648,-50.45216489483202
19,330905,330905,0,1686579615,330543041,4.495535850524902,-10.681533813476562,0.0302337799221277,0.0806032140704438,-0.0145951753247069,-0.6390293264067537,66.73045149265855,-50.310056097104194
20,330906,330906,0,1686579615,733923912,4.587820529937744,-11.144115447998049,0.0375458039343357,0.0551836220930472,0.0021865278376663,-0.7230419926336968,67.1951514220005,-50.23649508254208
21,330907,330907,0,1686579616,339095116,4.778017044067383,-11.87318992614746,-0.053272720426321,0.0484219037724317,-0.0119244802063546,-0.645276751417609,67.93524795928744,-50.075290123319206
22,330908,330908,0,1686579617,347651958,5.10800838470459,-13.100720405578612,-0.072492592036724,0.0141272912615768,-0.0137732554427956,-0.6271045265830587,69.17401740276094,-49.794845293814824
23,330909,330909,0,1686579617,751095057,5.17117166519165,-13.531858444213867,-0.0272094178944826,0.0462562551757712,-0.0169042825818579,-0.7061261061725417,69.60400149409463,-49.749322986169666
24,330910,330910,0,1686579618,759778976,5.581492424011231,-14.652915954589844,-0.0661275088787078,0.0365635163779216,-0.0073885138128948,-0.6859166475179216,70.74089632891078,-49.38422498598648
25,330911,330911,0,1686579619,364850998,5.76254415512085,-15.351229667663574,-0.1749896705150604,0.062353141158377,-0.0157775448563999,-0.5976632402771669,71.45098361553814,-49.23082191562996
26,330912,330912,0,1686579620,373452902,6.043282508850098,-16.505701065063477,-0.1685182452201843,0.053884596776043,-0.0242622098952702,-0.6265814736075618,72.61342984712196,-48.99679008234102
27,330913,330913,0,1686579621,382088900,6.338110446929932,-17.56736183166504,-0.2482345700263977,0.057925173611336,-0.0136655950107191,-0.6239642970399447,73.68882407462381,-48.74447889802165
