,Unnamed: 0,seq,secs,nsecs,p_x,p_y,p_z,o_x,o_y,o_z
315648,315648,0,1686580939,427508116,21.465770721435547,1.3687297105789185,0.9760156869888306,-0.1144906963588197,-0.0262660474328682,0.539871054349771
315649,315649,0,1686580940,32747030,21.7465877532959,1.9454445838928225,0.9656484723091124,-0.0419238827611685,-0.038623540070773,0.4418230456596028
315650,315650,0,1686580941,41306019,22.208301544189453,2.87335467338562,0.9470943808555604,-0.0632836879485172,-0.0041846575607772,0.3908847380249967
315651,315651,0,1686580942,49890041,22.90633583068848,3.7817537784576416,0.9339835047721864,-0.0827339128803233,0.0002361622424183,0.3426123799945968
315652,315652,0,1686580943,58492899,23.639667510986328,4.544184684753418,0.9263654351234436,-0.081309558549837,-0.0192045117471045,0.2956093894353382
315653,315653,0,1686580944,67141056,24.33561897277832,5.293716430664063,0.9177578687667848,-0.0429962593463694,-0.0237569969648128,0.2969164964866526
315654,315654,0,1686580945,277498960,25.21541786193848,6.116607666015625,0.91096293926239,-0.0382732261528086,-0.0734022672491887,0.3379920358674759
315655,315655,0,1686580946,487725019,26.155088424682617,6.941084384918213,0.9056937098503112,-0.0443476338062374,-0.0278301831953098,0.3402942098869386
315656,315656,0,1686580947,698077917,27.037010192871094,7.790204048156738,0.8979053497314453,-0.0574389171533396,-0.0673300750788655,0.4084499175341356
315657,315657,0,1686580948,101511002,27.280384063720703,8.229392051696777,0.8886610865592957,-0.0902653788456485,-0.0317777086007204,0.517374260713305
315658,315658,0,1686580949,110167027,27.82962226867676,9.159642219543455,0.8687837719917297,-0.0871577897718229,0.0056813643923299,0.6328939533857845
315659,315659,0,1686580949,715353012,28.069610595703125,9.630060195922852,0.8578857183456421,-0.0820662136069208,-0.0388820893412902,0.5403916895506478
315660,315660,0,1686580950,723951101,28.40494155883789,10.60447883605957,0.830147385597229,-0.0689086735997124,-0.0798280428496752,0.5137008296222431
315661,315661,0,1686580951,329049110,28.663454055786133,11.228678703308104,0.8133543729782104,-0.110618508351476,-0.049434661091199,0.6074385228968554
315662,315662,0,1686580951,732487917,28.84165382385254,11.623729705810549,0.8031585812568665,-0.0567354585907181,-0.0320814105490009,0.5037663500740096
315663,315663,0,1686580952,539386034,29.300928115844727,12.523625373840332,0.7799217104911804,-0.0925811591779218,-0.0449732430441955,0.5093492541826142
315664,315664,0,1686580953,548006058,29.907310485839844,13.382197380065918,0.761478841304779,-0.0834724304729184,-0.0611179249435501,0.4502312490653781
315665,315665,0,1686580954,153204918,30.309192657470703,13.855911254882812,0.7529910802841187,-0.0603167382703945,-0.0557867335228455,0.3572410281329481
315666,315666,0,1686580955,161761999,31.07091522216797,14.593097686767578,0.7423699498176575,-0.0867925662435158,-0.0348214844432647,0.2684760844326369
315667,315667,0,1686580955,968662024,31.69921493530273,15.066519737243652,0.7389125823974609,-0.039390707499929,-0.0191357050900569,0.1128041111196225
315668,315668,0,1686580957,178980112,32.830989837646484,15.245549201965332,0.7597078680992126,-0.0759564240874484,0.0049065764136267,-0.041294227365512
